runid,well,gene,barcode,counts
NS1519_22016,A1,CCHFV,6A1,15
NS1519_22016,A1,CCHFV,6B1,9
NS1519_22016,A1,CCHFV,6C1,13
NS1519_22016,A1,CCHFV,6E1,11
NS1519_22016,A1,CCHFV,6F1,10
NS1519_22016,A1,DUGV,7D10,143
NS1519_22016,A1,DUGV,2H8,108
NS1519_22016,A1,DUGV,2A9,99
NS1519_22016,A1,DUGV,2C9,90
NS1519_22016,A1,DUGV,2D9,91
NS1519_22016,A1,NWV,7B12,137
NS1519_22016,A1,NWV,10A12,192
NS1519_22016,A1,NWV,10B12,218
NS1519_22016,A1,NWV,10D12,340
NS1519_22016,A1,NWV,10E12,263
NS1519_22016,A1,SHV,3F11,4
NS1519_22016,A1,SHV,3H11,9
NS1519_22016,A1,SHV,3A12,4
NS1519_22016,A1,SHV,3E12,27
NS1519_22016,A1,SHV,3F12,9
NS1519_22016,A1,LV,6B3,272
NS1519_22016,A1,LV,6C3,340
NS1519_22016,A1,LV,6D3,225
NS1519_22016,A1,LV,6E3,151
NS1519_22016,A1,LV,6G3,146
NS1519_22016,A1,HCoV-229E-3CL,5D8,1447
NS1519_22016,A1,HCoV-229E-3CL,5E8,921
NS1519_22016,A1,HCoV-229E-3CL,5F8,475
NS1519_22016,A1,HCoV-229E-3CL,5H8,1251
NS1519_22016,A1,HCoV-229E-3CL,5A9,469
NS1519_22016,A1,HCoV-NL63-3CL,5H10,1066
NS1519_22016,A1,HCoV-NL63-3CL,5A11,649
NS1519_22016,A1,HCoV-NL63-3CL,5C11,656
NS1519_22016,A1,HCoV-NL63-3CL,5E11,665
NS1519_22016,A1,HCoV-NL63-3CL,5F11,1396
NS1519_22016,A1,SARS-CoV-1-3CL,2F1,62
NS1519_22016,A1,SARS-CoV-1-3CL,2G1,59
NS1519_22016,A1,SARS-CoV-1-3CL,2A2,36
NS1519_22016,A1,SARS-CoV-1-3CL,2C2,126
NS1519_22016,A1,SARS-CoV-1-3CL,2D2,72
NS1519_22016,A1,SARS-CoV-2-3CL,9E2,1982
NS1519_22016,A1,SARS-CoV-2-3CL,1E12,1204
NS1519_22016,A1,SARS-CoV-2-3CL,1G12,1650
NS1519_22016,A1,SARS-CoV-2-3CL,1H12,870
NS1519_22016,A1,SARS-CoV-2-3CL,4E1,1460
NS1519_22016,A1,MERS-CoV-3CL,8B4,99
NS1519_22016,A1,MERS-CoV-3CL,8D4,140
NS1519_22016,A1,MERS-CoV-3CL,8F4,86
NS1519_22016,A1,MERS-CoV-3CL,8H4,57
NS1519_22016,A1,MERS-CoV-3CL,8A6,126
NS1519_22016,A1,HCoV-HKU1-3CL,3D10,772
NS1519_22016,A1,HCoV-HKU1-3CL,3E10,735
NS1519_22016,A1,HCoV-HKU1-3CL,3H10,524
NS1519_22016,A1,HCoV-HKU1-3CL,3C11,565
NS1519_22016,A1,HCoV-HKU1-3CL,3D11,765
NS1519_22016,A1,HCoV-OC43-3CL,7G1,3220
NS1519_22016,A1,HCoV-OC43-3CL,7H1,4765
NS1519_22016,A1,HCoV-OC43-3CL,7A2,5340
NS1519_22016,A1,HCoV-OC43-3CL,7B2,3961
NS1519_22016,A1,HCoV-OC43-3CL,7D2,3843
NS1519_22016,A1,Bat-CoV-HKU4-3CL,7E3,491
NS1519_22016,A1,Bat-CoV-HKU4-3CL,7F3,617
NS1519_22016,A1,Bat-CoV-HKU4-3CL,7G3,439
NS1519_22016,A1,Bat-CoV-HKU4-3CL,7H3,543
NS1519_22016,A1,Bat-CoV-HKU4-3CL,7A4,529
NS1519_22016,A1,Bat-CoV-HKU9-3CL,11D8,398
NS1519_22016,A1,Bat-CoV-HKU9-3CL,11F8,1046
NS1519_22016,A1,Bat-CoV-HKU9-3CL,11G8,678
NS1519_22016,A1,Bat-CoV-HKU9-3CL,11H8,523
NS1519_22016,A1,Bat-CoV-HKU9-3CL,11B9,444
NS1519_22016,A1,Bat-SV-CoVZC45-3CL,5C4,224
NS1519_22016,A1,Bat-SV-CoVZC45-3CL,5D4,293
NS1519_22016,A1,Bat-SV-CoVZC45-3CL,5F4,130
NS1519_22016,A1,Bat-SV-CoVZC45-3CL,9D6,185
NS1519_22016,A1,Bat-SV-CoVZC45-3CL,5A5,321
NS1519_22016,A1,Beluga-CoV-SW1,11D2,110
