runid,well,gene,barcode,counts
NCIDIV_4876,A1,CCHFV,6A1,7
NCIDIV_4876,A1,CCHFV,6B1,84
NCIDIV_4876,A1,CCHFV,6C1,110
NCIDIV_4876,A1,CCHFV,6E1,13
NCIDIV_4876,A1,CCHFV,6F1,77
NCIDIV_4876,A1,DUGV,7D10,231
NCIDIV_4876,A1,DUGV,2H8,231
NCIDIV_4876,A1,DUGV,2A9,339
NCIDIV_4876,A1,DUGV,2C9,357
NCIDIV_4876,A1,DUGV,2D9,307
NCIDIV_4876,A1,NWV,7B12,386
NCIDIV_4876,A1,NWV,10A12,333
NCIDIV_4876,A1,NWV,10B12,463
NCIDIV_4876,A1,NWV,10D12,500
NCIDIV_4876,A1,NWV,10E12,541
NCIDIV_4876,A1,SHV,3F11,41
NCIDIV_4876,A1,SHV,3H11,4
NCIDIV_4876,A1,SHV,3A12,34
NCIDIV_4876,A1,SHV,3E12,82
NCIDIV_4876,A1,SHV,3F12,22
NCIDIV_4876,A1,LV,6B3,191
NCIDIV_4876,A1,LV,6C3,378
NCIDIV_4876,A1,LV,6D3,556
NCIDIV_4876,A1,LV,6E3,562
NCIDIV_4876,A1,LV,6G3,200
NCIDIV_4876,A1,HCoV-229E-3CL,5D8,1079
NCIDIV_4876,A1,HCoV-229E-3CL,5E8,360
NCIDIV_4876,A1,HCoV-229E-3CL,5F8,474
NCIDIV_4876,A1,HCoV-229E-3CL,5H8,965
NCIDIV_4876,A1,HCoV-229E-3CL,5A9,181
NCIDIV_4876,A1,HCoV-NL63-3CL,5H10,1128
NCIDIV_4876,A1,HCoV-NL63-3CL,5A11,1011
NCIDIV_4876,A1,HCoV-NL63-3CL,5C11,763
NCIDIV_4876,A1,HCoV-NL63-3CL,5E11,1294
NCIDIV_4876,A1,HCoV-NL63-3CL,5F11,949
NCIDIV_4876,A1,SARS-CoV-1-3CL,2F1,187
NCIDIV_4876,A1,SARS-CoV-1-3CL,2G1,270
NCIDIV_4876,A1,SARS-CoV-1-3CL,2A2,230
NCIDIV_4876,A1,SARS-CoV-1-3CL,2C2,356
NCIDIV_4876,A1,SARS-CoV-1-3CL,2D2,140
NCIDIV_4876,A1,SARS-CoV-2-3CL,9E2,2086
NCIDIV_4876,A1,SARS-CoV-2-3CL,1E12,2492
NCIDIV_4876,A1,SARS-CoV-2-3CL,1G12,1848
NCIDIV_4876,A1,SARS-CoV-2-3CL,1H12,2217
NCIDIV_4876,A1,SARS-CoV-2-3CL,4E1,2139
NCIDIV_4876,A1,MERS-CoV-3CL,8B4,110
NCIDIV_4876,A1,MERS-CoV-3CL,8D4,277
NCIDIV_4876,A1,MERS-CoV-3CL,8F4,274
NCIDIV_4876,A1,MERS-CoV-3CL,8H4,207
NCIDIV_4876,A1,MERS-CoV-3CL,8A6,301
NCIDIV_4876,A1,HCoV-HKU1-3CL,3D10,1283
NCIDIV_4876,A1,HCoV-HKU1-3CL,3E10,612
NCIDIV_4876,A1,HCoV-HKU1-3CL,3H10,1108
NCIDIV_4876,A1,HCoV-HKU1-3CL,3C11,1252
NCIDIV_4876,A1,HCoV-HKU1-3CL,3D11,890
NCIDIV_4876,A1,HCoV-OC43-3CL,7G1,3212
NCIDIV_4876,A1,HCoV-OC43-3CL,7H1,2806
NCIDIV_4876,A1,HCoV-OC43-3CL,7A2,3714
NCIDIV_4876,A1,HCoV-OC43-3CL,7B2,2454
NCIDIV_4876,A1,HCoV-OC43-3CL,7D2,2679
NCIDIV_4876,A1,Bat-CoV-HKU4-3CL,7E3,465
NCIDIV_4876,A1,Bat-CoV-HKU4-3CL,7F3,608
NCIDIV_4876,A1,Bat-CoV-HKU4-3CL,7G3,594
NCIDIV_4876,A1,Bat-CoV-HKU4-3CL,7H3,612
NCIDIV_4876,A1,Bat-CoV-HKU4-3CL,7A4,1073
NCIDIV_4876,A1,Bat-CoV-HKU9-3CL,11D8,456
NCIDIV_4876,A1,Bat-CoV-HKU9-3CL,11F8,159
NCIDIV_4876,A1,Bat-CoV-HKU9-3CL,11G8,557
NCIDIV_4876,A1,Bat-CoV-HKU9-3CL,11H8,609
NCIDIV_4876,A1,Bat-CoV-HKU9-3CL,11B9,342
NCIDIV_4876,A1,Bat-SV-CoVZC45-3CL,5C4,624
NCIDIV_4876,A1,Bat-SV-CoVZC45-3CL,5D4,531
NCIDIV_4876,A1,Bat-SV-CoVZC45-3CL,5F4,316
NCIDIV_4876,A1,Bat-SV-CoVZC45-3CL,9D6,646
NCIDIV_4876,A1,Bat-SV-CoVZC45-3CL,5A5,594
NCIDIV_4876,A1,Beluga-CoV-SW1,11D2,88
NCIDIV_4876,A1,Beluga-CoV-SW1,11G2,168
NCIDIV_4876,A1,Beluga-CoV-SW1,11H2,229
NCIDIV_4876,A1,Beluga-CoV-SW1,11A3,169
NCIDIV_4876,A1,Beluga-CoV-SW1,11B3,194
NCIDIV_4876,A1,HCoV-NL63-PLP2,6H1,662
NCIDIV_4876,A1,HCoV-NL63-PLP2,6A2,619
