runid,well,gene,barcode,counts
NCIDIV_4870,A1,CCHFV,6A1,50
NCIDIV_4870,A1,CCHFV,6B1,70
NCIDIV_4870,A1,CCHFV,6C1,51
NCIDIV_4870,A1,CCHFV,6E1,35
NCIDIV_4870,A1,CCHFV,6F1,72
NCIDIV_4870,A1,DUGV,7D10,237
NCIDIV_4870,A1,DUGV,2H8,119
NCIDIV_4870,A1,DUGV,2A9,304
NCIDIV_4870,A1,DUGV,2C9,237
NCIDIV_4870,A1,DUGV,2D9,188
NCIDIV_4870,A1,NWV,7B12,480
NCIDIV_4870,A1,NWV,10A12,515
NCIDIV_4870,A1,NWV,10B12,390
NCIDIV_4870,A1,NWV,10D12,519
NCIDIV_4870,A1,NWV,10E12,501
NCIDIV_4870,A1,SHV,3F11,37
NCIDIV_4870,A1,SHV,3H11,29
NCIDIV_4870,A1,SHV,3A12,57
NCIDIV_4870,A1,SHV,3E12,15
NCIDIV_4870,A1,SHV,3F12,54
NCIDIV_4870,A1,LV,6B3,522
NCIDIV_4870,A1,LV,6C3,412
NCIDIV_4870,A1,LV,6D3,417
NCIDIV_4870,A1,LV,6E3,189
NCIDIV_4870,A1,LV,6G3,422
NCIDIV_4870,A1,HCoV-229E-3CL,5D8,996
NCIDIV_4870,A1,HCoV-229E-3CL,5E8,1074
NCIDIV_4870,A1,HCoV-229E-3CL,5F8,586
NCIDIV_4870,A1,HCoV-229E-3CL,5H8,1057
NCIDIV_4870,A1,HCoV-229E-3CL,5A9,469
NCIDIV_4870,A1,HCoV-NL63-3CL,5H10,1066
NCIDIV_4870,A1,HCoV-NL63-3CL,5A11,1099
NCIDIV_4870,A1,HCoV-NL63-3CL,5C11,1009
NCIDIV_4870,A1,HCoV-NL63-3CL,5E11,599
NCIDIV_4870,A1,HCoV-NL63-3CL,5F11,726
NCIDIV_4870,A1,SARS-CoV-1-3CL,2F1,228
NCIDIV_4870,A1,SARS-CoV-1-3CL,2G1,100
NCIDIV_4870,A1,SARS-CoV-1-3CL,2A2,303
NCIDIV_4870,A1,SARS-CoV-1-3CL,2C2,264
NCIDIV_4870,A1,SARS-CoV-1-3CL,2D2,209
NCIDIV_4870,A1,SARS-CoV-2-3CL,9E2,1804
NCIDIV_4870,A1,SARS-CoV-2-3CL,1E12,1425
NCIDIV_4870,A1,SARS-CoV-2-3CL,1G12,1210
NCIDIV_4870,A1,SARS-CoV-2-3CL,1H12,1870
NCIDIV_4870,A1,SARS-CoV-2-3CL,4E1,1718
NCIDIV_4870,A1,MERS-CoV-3CL,8B4,202
NCIDIV_4870,A1,MERS-CoV-3CL,8D4,217
NCIDIV_4870,A1,MERS-CoV-3CL,8F4,290
NCIDIV_4870,A1,MERS-CoV-3CL,8H4,115
NCIDIV_4870,A1,MERS-CoV-3CL,8A6,247
NCIDIV_4870,A1,HCoV-HKU1-3CL,3D10,1175
NCIDIV_4870,A1,HCoV-HKU1-3CL,3E10,1096
NCIDIV_4870,A1,HCoV-HKU1-3CL,3H10,1458
NCIDIV_4870,A1,HCoV-HKU1-3CL,3C11,1084
NCIDIV_4870,A1,HCoV-HKU1-3CL,3D11,1159
NCIDIV_4870,A1,HCoV-OC43-3CL,7G1,3871
NCIDIV_4870,A1,HCoV-OC43-3CL,7H1,4171
NCIDIV_4870,A1,HCoV-OC43-3CL,7A2,4591
NCIDIV_4870,A1,HCoV-OC43-3CL,7B2,2916
NCIDIV_4870,A1,HCoV-OC43-3CL,7D2,3268
NCIDIV_4870,A1,Bat-CoV-HKU4-3CL,7E3,500
NCIDIV_4870,A1,Bat-CoV-HKU4-3CL,7F3,480
NCIDIV_4870,A1,Bat-CoV-HKU4-3CL,7G3,503
NCIDIV_4870,A1,Bat-CoV-HKU4-3CL,7H3,418
NCIDIV_4870,A1,Bat-CoV-HKU4-3CL,7A4,776
NCIDIV_4870,A1,Bat-CoV-HKU9-3CL,11D8,229
NCIDIV_4870,A1,Bat-CoV-HKU9-3CL,11F8,695
NCIDIV_4870,A1,Bat-CoV-HKU9-3CL,11G8,340
NCIDIV_4870,A1,Bat-CoV-HKU9-3CL,11H8,355
NCIDIV_4870,A1,Bat-CoV-HKU9-3CL,11B9,521
NCIDIV_4870,A1,Bat-SV-CoVZC45-3CL,5C4,570
NCIDIV_4870,A1,Bat-SV-CoVZC45-3CL,5D4,518
NCIDIV_4870,A1,Bat-SV-CoVZC45-3CL,5F4,448
NCIDIV_4870,A1,Bat-SV-CoVZC45-3CL,9D6,468
NCIDIV_4870,A1,Bat-SV-CoVZC45-3CL,5A5,540
NCIDIV_4870,A1,Beluga-CoV-SW1,11D2,158
NCIDIV_4870,A1,Beluga-CoV-SW1,11G2,204
NCIDIV_4870,A1,Beluga-CoV-SW1,11H2,250
NCIDIV_4870,A1,Beluga-CoV-SW1,11A3,219
NCIDIV_4870,A1,Beluga-CoV-SW1,11B3,143
NCIDIV_4870,A1,HCoV-NL63-PLP2,6H1,848
NCIDIV_4870,A1,HCoV-NL63-PLP2,6A2,700
NCIDIV_4870,A1,HCoV-NL63-PLP2,6C2,584
NCIDIV_4870,A1,HCoV-NL63-PLP2,6E2,501
NCIDIV_4870,A1,HCoV-NL63-PLP2,6F2,497
NCIDIV_4870,A1,SARS-CoV-1-PLP,6B4,307
NCIDIV_4870,A1,SARS-CoV-1-PLP,6C4,318
NCIDIV_4870,A1,SARS-CoV-1-PLP,6D4,653
NCIDIV_4870,A1,SARS-CoV-1-PLP,6E4,394
NCIDIV_4870,A1,SARS-CoV-1-PLP,6G4,593
NCIDIV_4870,A1,SARS-CoV-2-PLP,6D6,1063
NCIDIV_4870,A1,SARS-CoV-2-PLP,6E6,971
NCIDIV_4870,A1,SARS-CoV-2-PLP,6F6,1234
NCIDIV_4870,A1,SARS-CoV-2-PLP,6H6,1084
NCIDIV_4870,A1,SARS-CoV-2-PLP,6A7,2110
NCIDIV_4870,A1,MERS-CoV-PLP,6B9,565
NCIDIV_4870,A1,MERS-CoV-PLP,6C9,454
NCIDIV_4870,A1,MERS-CoV-PLP,6E9,490
NCIDIV_4870,A1,MERS-CoV-PLP,6F9,654
NCIDIV_4870,A1,MERS-CoV-PLP,6H9,530
NCIDIV_4870,A1,Bat-SL-CoVZC45-PLP2,7E2,1054
NCIDIV_4870,A1,Bat-SL-CoVZC45-PLP2,7G2,768
NCIDIV_4870,A1,Bat-SL-CoVZC45-PLP2,7H2,529
NCIDIV_4870,A1,Bat-SL-CoVZC45-PLP2,7A3,684
NCIDIV_4870,A1,Bat-SL-CoVZC45-PLP2,7B3,499
NCIDIV_4870,A1,LGTV,4C7,1550
NCIDIV_4870,A1,LGTV,4E10,1568
NCIDIV_4870,A1,LGTV,4F12,1080
NCIDIV_4870,A1,LGTV,4F7,1432
NCIDIV_4870,A1,LGTV,4F10,1518
NCIDIV_4870,A1,DENV,11C6,2069
NCIDIV_4870,A1,DENV,11D6,3791
NCIDIV_4870,A1,DENV,11H6,2139
NCIDIV_4870,A1,DENV,11A7,2263
NCIDIV_4870,A1,POWV,7B4,755
NCIDIV_4870,A1,POWV,7C4,943
NCIDIV_4870,A1,POWV,7E4,1140
NCIDIV_4870,A1,POWV,7F4,816
NCIDIV_4870,A1,POWV,7A5,1063
NCIDIV_4870,A1,WNV,7G6,826
NCIDIV_4870,A1,WNV,7H6,964
NCIDIV_4870,A1,WNV,7A7,1924
NCIDIV_4870,A1,WNV,7B7,1494
NCIDIV_4870,A1,WNV,7D7,1430
NCIDIV_4870,A1,ZIKV,1G7,2018
NCIDIV_4870,A1,ZIKV,1A8,1372
NCIDIV_4870,A1,ZIKV,1C8,2046
NCIDIV_4870,A1,ZIKV,1D8,2321
NCIDIV_4870,A1,ZIKV,1E8,2589
NCIDIV_4870,A1,HCV,7E12,1582
NCIDIV_4870,A1,HCV,7F12,1166
NCIDIV_4870,A1,HCV,7G12,1355
NCIDIV_4870,A1,HCV,7H12,1189
NCIDIV_4870,A1,HCV,9B1,655
NCIDIV_4870,A1,SLEV,9H2,212
NCIDIV_4870,A1,SLEV,9B3,316
NCIDIV_4870,A1,SLEV,9E3,346
NCIDIV_4870,A1,SLEV,9F3,272
NCIDIV_4870,A1,SLEV,9H3,298
NCIDIV_4870,A1,KUNV,7A8,1647
NCIDIV_4870,A1,KUNV,7E8,2904
NCIDIV_4870,A1,KUNV,7F8,1970
NCIDIV_4870,A1,KUNV,7H8,2985
NCIDIV_4870,A1,KUNV,7D9,2258
NCIDIV_4870,A1,PV,2D6,2150
NCIDIV_4870,A1,PV,2F6,1751
NCIDIV_4870,A1,PV,2G6,1557
NCIDIV_4870,A1,PV,2B7,2400
NCIDIV_4870,A1,PV,2C7,2092
NCIDIV_4870,A1,SV-A,9B5,424
NCIDIV_4870,A1,SV-A,9D5,386
NCIDIV_4870,A1,SV-A,9E5,616
NCIDIV_4870,A1,SV-A,9F5,500
NCIDIV_4870,A1,SV-A,9G5,751
NCIDIV_4870,A1,HAV,7E11,2104
NCIDIV_4870,A1,HAV,7F11,1686
NCIDIV_4870,A1,HAV,7G11,1355
NCIDIV_4870,A1,HAV,7H11,1752
NCIDIV_4870,A1,EMCV,9B12,1732
NCIDIV_4870,A1,EMCV,9D12,1349
NCIDIV_4870,A1,EMCV,9E12,1673
NCIDIV_4870,A1,EMCV,9F12,1212
NCIDIV_4870,A1,HPeV,2A8,251
NCIDIV_4870,A1,HPeV,2B8,276
NCIDIV_4870,A1,HPeV,2C8,312
NCIDIV_4870,A1,HPeV,2D8,324
NCIDIV_4870,A1,HPeV,2E8,250
NCIDIV_4870,A1,HRV-B14,9C1,483
NCIDIV_4870,A1,HRV-B14,9H1,719
NCIDIV_4870,A1,HRV-B14,9A2,672
NCIDIV_4870,A1,HRV-B14,9B2,624
NCIDIV_4870,A1,HRV-B14,9C2,1095
NCIDIV_4870,A1,CV-B3,7E9,190
NCIDIV_4870,A1,CV-B3,7F9,186
NCIDIV_4870,A1,CV-B3,7H9,140
NCIDIV_4870,A1,CV-B3,7A10,182
NCIDIV_4870,A1,CV-B3,7B10,119
NCIDIV_4870,A1,HTLV,3B6,207
NCIDIV_4870,A1,HTLV,3D6,177
NCIDIV_4870,A1,HTLV,3F6,181
NCIDIV_4870,A1,HTLV,3A7,130
NCIDIV_4870,A1,HTLV,3B7,194
