runid,well,gene,barcode,counts
NCIDIV_4867,A1,CCHFV,6A1,9
NCIDIV_4867,A1,CCHFV,6B1,42
NCIDIV_4867,A1,CCHFV,6C1,29
NCIDIV_4867,A1,CCHFV,6E1,25
NCIDIV_4867,A1,CCHFV,6F1,60
NCIDIV_4867,A1,DUGV,7D10,215
NCIDIV_4867,A1,DUGV,2H8,230
NCIDIV_4867,A1,DUGV,2A9,82
NCIDIV_4867,A1,DUGV,2C9,289
NCIDIV_4867,A1,DUGV,2D9,218
NCIDIV_4867,A1,NWV,7B12,454
NCIDIV_4867,A1,NWV,10A12,449
NCIDIV_4867,A1,NWV,10B12,395
NCIDIV_4867,A1,NWV,10D12,485
NCIDIV_4867,A1,NWV,10E12,479
NCIDIV_4867,A1,SHV,3F11,55
NCIDIV_4867,A1,SHV,3H11,26
NCIDIV_4867,A1,SHV,3A12,8
NCIDIV_4867,A1,SHV,3E12,26
NCIDIV_4867,A1,SHV,3F12,89
NCIDIV_4867,A1,LV,6B3,169
NCIDIV_4867,A1,LV,6C3,312
NCIDIV_4867,A1,LV,6D3,427
NCIDIV_4867,A1,LV,6E3,151
NCIDIV_4867,A1,LV,6G3,250
NCIDIV_4867,A1,HCoV-229E-3CL,5D8,1028
NCIDIV_4867,A1,HCoV-229E-3CL,5E8,412
NCIDIV_4867,A1,HCoV-229E-3CL,5F8,535
NCIDIV_4867,A1,HCoV-229E-3CL,5H8,389
NCIDIV_4867,A1,HCoV-229E-3CL,5A9,420
NCIDIV_4867,A1,HCoV-NL63-3CL,5H10,1149
NCIDIV_4867,A1,HCoV-NL63-3CL,5A11,872
NCIDIV_4867,A1,HCoV-NL63-3CL,5C11,667
NCIDIV_4867,A1,HCoV-NL63-3CL,5E11,1001
NCIDIV_4867,A1,HCoV-NL63-3CL,5F11,1049
NCIDIV_4867,A1,SARS-CoV-1-3CL,2F1,147
NCIDIV_4867,A1,SARS-CoV-1-3CL,2G1,252
NCIDIV_4867,A1,SARS-CoV-1-3CL,2A2,413
NCIDIV_4867,A1,SARS-CoV-1-3CL,2C2,295
NCIDIV_4867,A1,SARS-CoV-1-3CL,2D2,68
NCIDIV_4867,A1,SARS-CoV-2-3CL,9E2,2531
NCIDIV_4867,A1,SARS-CoV-2-3CL,1E12,1912
NCIDIV_4867,A1,SARS-CoV-2-3CL,1G12,1021
NCIDIV_4867,A1,SARS-CoV-2-3CL,1H12,1669
NCIDIV_4867,A1,SARS-CoV-2-3CL,4E1,2678
NCIDIV_4867,A1,MERS-CoV-3CL,8B4,253
NCIDIV_4867,A1,MERS-CoV-3CL,8D4,291
NCIDIV_4867,A1,MERS-CoV-3CL,8F4,140
NCIDIV_4867,A1,MERS-CoV-3CL,8H4,147
NCIDIV_4867,A1,MERS-CoV-3CL,8A6,263
NCIDIV_4867,A1,HCoV-HKU1-3CL,3D10,1095
NCIDIV_4867,A1,HCoV-HKU1-3CL,3E10,782
NCIDIV_4867,A1,HCoV-HKU1-3CL,3H10,867
NCIDIV_4867,A1,HCoV-HKU1-3CL,3C11,955
NCIDIV_4867,A1,HCoV-HKU1-3CL,3D11,751
NCIDIV_4867,A1,HCoV-OC43-3CL,7G1,1330
NCIDIV_4867,A1,HCoV-OC43-3CL,7H1,2273
NCIDIV_4867,A1,HCoV-OC43-3CL,7A2,2218
NCIDIV_4867,A1,HCoV-OC43-3CL,7B2,1797
NCIDIV_4867,A1,HCoV-OC43-3CL,7D2,1617
NCIDIV_4867,A1,Bat-CoV-HKU4-3CL,7E3,534
NCIDIV_4867,A1,Bat-CoV-HKU4-3CL,7F3,473
NCIDIV_4867,A1,Bat-CoV-HKU4-3CL,7G3,740
NCIDIV_4867,A1,Bat-CoV-HKU4-3CL,7H3,687
NCIDIV_4867,A1,Bat-CoV-HKU4-3CL,7A4,926
NCIDIV_4867,A1,Bat-CoV-HKU9-3CL,11D8,411
NCIDIV_4867,A1,Bat-CoV-HKU9-3CL,11F8,151
NCIDIV_4867,A1,Bat-CoV-HKU9-3CL,11G8,154
NCIDIV_4867,A1,Bat-CoV-HKU9-3CL,11H8,250
NCIDIV_4867,A1,Bat-CoV-HKU9-3CL,11B9,115
NCIDIV_4867,A1,Bat-SV-CoVZC45-3CL,5C4,442
NCIDIV_4867,A1,Bat-SV-CoVZC45-3CL,5D4,420
NCIDIV_4867,A1,Bat-SV-CoVZC45-3CL,5F4,395
NCIDIV_4867,A1,Bat-SV-CoVZC45-3CL,9D6,497
NCIDIV_4867,A1,Bat-SV-CoVZC45-3CL,5A5,577
NCIDIV_4867,A1,Beluga-CoV-SW1,11D2,67
NCIDIV_4867,A1,Beluga-CoV-SW1,11G2,187
NCIDIV_4867,A1,Beluga-CoV-SW1,11H2,245
NCIDIV_4867,A1,Beluga-CoV-SW1,11A3,90
NCIDIV_4867,A1,Beluga-CoV-SW1,11B3,172
NCIDIV_4867,A1,HCoV-NL63-PLP2,6H1,497
NCIDIV_4867,A1,HCoV-NL63-PLP2,6A2,681
NCIDIV_4867,A1,HCoV-NL63-PLP2,6C2,748
NCIDIV_4867,A1,HCoV-NL63-PLP2,6E2,584
NCIDIV_4867,A1,HCoV-NL63-PLP2,6F2,697
NCIDIV_4867,A1,SARS-CoV-1-PLP,6B4,340
NCIDIV_4867,A1,SARS-CoV-1-PLP,6C4,510
NCIDIV_4867,A1,SARS-CoV-1-PLP,6D4,401
NCIDIV_4867,A1,SARS-CoV-1-PLP,6E4,176
NCIDIV_4867,A1,SARS-CoV-1-PLP,6G4,314
NCIDIV_4867,A1,SARS-CoV-2-PLP,6D6,560
NCIDIV_4867,A1,SARS-CoV-2-PLP,6E6,827
NCIDIV_4867,A1,SARS-CoV-2-PLP,6F6,1052
NCIDIV_4867,A1,SARS-CoV-2-PLP,6H6,1565
NCIDIV_4867,A1,SARS-CoV-2-PLP,6A7,1022
NCIDIV_4867,A1,MERS-CoV-PLP,6B9,614
NCIDIV_4867,A1,MERS-CoV-PLP,6C9,343
NCIDIV_4867,A1,MERS-CoV-PLP,6E9,542
NCIDIV_4867,A1,MERS-CoV-PLP,6F9,500
NCIDIV_4867,A1,MERS-CoV-PLP,6H9,566
NCIDIV_4867,A1,Bat-SL-CoVZC45-PLP2,7E2,370
NCIDIV_4867,A1,Bat-SL-CoVZC45-PLP2,7G2,703
NCIDIV_4867,A1,Bat-SL-CoVZC45-PLP2,7H2,136
NCIDIV_4867,A1,Bat-SL-CoVZC45-PLP2,7A3,611
NCIDIV_4867,A1,Bat-SL-CoVZC45-PLP2,7B3,558
NCIDIV_4867,A1,LGTV,4C7,923
NCIDIV_4867,A1,LGTV,4E10,1112
NCIDIV_4867,A1,LGTV,4F12,869
NCIDIV_4867,A1,LGTV,4F7,1205
NCIDIV_4867,A1,LGTV,4F10,1300
NCIDIV_4867,A1,DENV,11C6,5122
NCIDIV_4867,A1,DENV,11D6,4578
NCIDIV_4867,A1,DENV,11H6,2740
NCIDIV_4867,A1,DENV,11A7,3835
NCIDIV_4867,A1,POWV,7B4,612
NCIDIV_4867,A1,POWV,7C4,712
NCIDIV_4867,A1,POWV,7E4,955
NCIDIV_4867,A1,POWV,7F4,1041
NCIDIV_4867,A1,POWV,7A5,866
NCIDIV_4867,A1,WNV,7G6,1505
NCIDIV_4867,A1,WNV,7H6,687
NCIDIV_4867,A1,WNV,7A7,2035
NCIDIV_4867,A1,WNV,7B7,1549
NCIDIV_4867,A1,WNV,7D7,1885
NCIDIV_4867,A1,ZIKV,1G7,1481
NCIDIV_4867,A1,ZIKV,1A8,1678
NCIDIV_4867,A1,ZIKV,1C8,1513
NCIDIV_4867,A1,ZIKV,1D8,1521
NCIDIV_4867,A1,ZIKV,1E8,1544
NCIDIV_4867,A1,HCV,7E12,1618
NCIDIV_4867,A1,HCV,7F12,1232
NCIDIV_4867,A1,HCV,7G12,1234
NCIDIV_4867,A1,HCV,7H12,842
NCIDIV_4867,A1,HCV,9B1,799
NCIDIV_4867,A1,SLEV,9H2,276
NCIDIV_4867,A1,SLEV,9B3,208
NCIDIV_4867,A1,SLEV,9E3,245
NCIDIV_4867,A1,SLEV,9F3,227
NCIDIV_4867,A1,SLEV,9H3,266
NCIDIV_4867,A1,KUNV,7A8,1660
NCIDIV_4867,A1,KUNV,7E8,1512
NCIDIV_4867,A1,KUNV,7F8,841
NCIDIV_4867,A1,KUNV,7H8,1238
NCIDIV_4867,A1,KUNV,7D9,1648
NCIDIV_4867,A1,PV,2D6,1967
NCIDIV_4867,A1,PV,2F6,1778
NCIDIV_4867,A1,PV,2G6,1653
NCIDIV_4867,A1,PV,2B7,2252
NCIDIV_4867,A1,PV,2C7,1988
NCIDIV_4867,A1,SV-A,9B5,543
NCIDIV_4867,A1,SV-A,9D5,442
NCIDIV_4867,A1,SV-A,9E5,614
NCIDIV_4867,A1,SV-A,9F5,554
NCIDIV_4867,A1,SV-A,9G5,725
NCIDIV_4867,A1,HAV,7E11,1475
NCIDIV_4867,A1,HAV,7F11,2537
NCIDIV_4867,A1,HAV,7G11,1473
NCIDIV_4867,A1,HAV,7H11,2044
NCIDIV_4867,A1,EMCV,9B12,1311
NCIDIV_4867,A1,EMCV,9D12,1379
NCIDIV_4867,A1,EMCV,9E12,1253
NCIDIV_4867,A1,EMCV,9F12,1000
NCIDIV_4867,A1,HPeV,2A8,224
NCIDIV_4867,A1,HPeV,2B8,391
NCIDIV_4867,A1,HPeV,2C8,252
NCIDIV_4867,A1,HPeV,2D8,494
NCIDIV_4867,A1,HPeV,2E8,542
NCIDIV_4867,A1,HRV-B14,9C1,534
NCIDIV_4867,A1,HRV-B14,9H1,388
NCIDIV_4867,A1,HRV-B14,9A2,477
NCIDIV_4867,A1,HRV-B14,9B2,446
NCIDIV_4867,A1,HRV-B14,9C2,704
NCIDIV_4867,A1,CV-B3,7E9,134
NCIDIV_4867,A1,CV-B3,7F9,94
NCIDIV_4867,A1,CV-B3,7H9,93
NCIDIV_4867,A1,CV-B3,7A10,127
NCIDIV_4867,A1,CV-B3,7B10,219
NCIDIV_4867,A1,HTLV,3B6,99
NCIDIV_4867,A1,HTLV,3D6,220
NCIDIV_4867,A1,HTLV,3F6,158
NCIDIV_4867,A1,HTLV,3A7,347
NCIDIV_4867,A1,HTLV,3B7,206
NCIDIV_4867,A1,HIV-2,7E10,1465
NCIDIV_4867,A1,HIV-2,7D12,2269
NCIDIV_4867,A1,HIV-2,9G2,2179
NCIDIV_4867,A1,HIV-2,9A5,1999
NCIDIV_4867,A1,HIV-2,9A9,1758
NCIDIV_4867,A1,HIV-1,1E3,2608
NCIDIV_4867,A1,HIV-1,9C10,3285
NCIDIV_4867,A1,HIV-1,1G3,2449
NCIDIV_4867,A1,HIV-1,1A4,2323
NCIDIV_4867,A1,HIV-1,1B4,2408
NCIDIV_4867,A1,HHV-3,9A4,196
NCIDIV_4867,A1,HHV-3,9B4,325
NCIDIV_4867,A1,HHV-3,9C4,302
NCIDIV_4867,A1,HHV-3,9D4,179
NCIDIV_4867,A1,HHV-3,9F4,238
NCIDIV_4867,A1,YES1,4C9,376
NCIDIV_4867,A1,YES1,4E9,568
NCIDIV_4867,A1,YES1,4G9,428
NCIDIV_4867,A1,YES1,4B10,617
NCIDIV_4867,A1,YES1,4C10,428
NCIDIV_4867,A1,c-Src,1D4,1919
NCIDIV_4867,A1,c-Src,1D7,1957
NCIDIV_4867,A1,c-Src,1B10,1535
NCIDIV_4867,A1,c-Src,4G1,1328
NCIDIV_4867,A1,c-Src,9F11,1504
NCIDIV_4867,A1,FES,6A3,550
NCIDIV_4867,A1,FES,6D5,403
NCIDIV_4867,A1,FES,6E7,547
NCIDIV_4867,A1,FES,6C10,507
NCIDIV_4867,A1,FES,7D3,656
NCIDIV_4867,A1,EYFP,3C5,12920
NCIDIV_4867,A1,EYFP,3D5,17707
NCIDIV_4867,A1,EYFP,3F5,18180
NCIDIV_4867,A1,EYFP,3H5,15769
NCIDIV_4867,A1,EYFP,3A6,15992
NCIDIV_4867,A2,CCHFV,6A1,34
NCIDIV_4867,A2,CCHFV,6B1,28
NCIDIV_4867,A2,CCHFV,6C1,90
NCIDIV_4867,A2,CCHFV,6E1,26
NCIDIV_4867,A2,CCHFV,6F1,32
