runid,well,gene,barcode,counts
NCIDIV_4862_1to1000_40h,A1,CCHFV,6A1,30
NCIDIV_4862_1to1000_40h,A1,CCHFV,6B1,29
NCIDIV_4862_1to1000_40h,A1,CCHFV,6C1,111
NCIDIV_4862_1to1000_40h,A1,CCHFV,6E1,51
NCIDIV_4862_1to1000_40h,A1,CCHFV,6F1,53
NCIDIV_4862_1to1000_40h,A1,DUGV,7D10,404
NCIDIV_4862_1to1000_40h,A1,DUGV,2H8,178
NCIDIV_4862_1to1000_40h,A1,DUGV,2A9,195
NCIDIV_4862_1to1000_40h,A1,DUGV,2C9,525
NCIDIV_4862_1to1000_40h,A1,DUGV,2D9,429
NCIDIV_4862_1to1000_40h,A1,NWV,7B12,325
NCIDIV_4862_1to1000_40h,A1,NWV,10A12,685
NCIDIV_4862_1to1000_40h,A1,NWV,10B12,337
NCIDIV_4862_1to1000_40h,A1,NWV,10D12,1027
NCIDIV_4862_1to1000_40h,A1,NWV,10E12,549
NCIDIV_4862_1to1000_40h,A1,SHV,3F11,45
NCIDIV_4862_1to1000_40h,A1,SHV,3H11,16
NCIDIV_4862_1to1000_40h,A1,SHV,3A12,63
NCIDIV_4862_1to1000_40h,A1,SHV,3E12,7
NCIDIV_4862_1to1000_40h,A1,SHV,3F12,18
NCIDIV_4862_1to1000_40h,A1,LV,6B3,365
NCIDIV_4862_1to1000_40h,A1,LV,6C3,233
NCIDIV_4862_1to1000_40h,A1,LV,6D3,467
NCIDIV_4862_1to1000_40h,A1,LV,6E3,226
NCIDIV_4862_1to1000_40h,A1,LV,6G3,480
NCIDIV_4862_1to1000_40h,A1,HCoV-229E-3CL,5D8,644
NCIDIV_4862_1to1000_40h,A1,HCoV-229E-3CL,5E8,608
NCIDIV_4862_1to1000_40h,A1,HCoV-229E-3CL,5F8,506
NCIDIV_4862_1to1000_40h,A1,HCoV-229E-3CL,5H8,535
NCIDIV_4862_1to1000_40h,A1,HCoV-229E-3CL,5A9,563
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-3CL,5H10,601
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-3CL,5A11,809
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-3CL,5C11,591
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-3CL,5E11,441
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-3CL,5F11,676
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-3CL,2F1,235
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-3CL,2G1,219
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-3CL,2A2,331
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-3CL,2C2,174
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-3CL,2D2,309
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-3CL,9E2,1928
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-3CL,1E12,2026
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-3CL,1G12,2094
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-3CL,1H12,1525
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-3CL,4E1,1978
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-3CL,8B4,345
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-3CL,8D4,415
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-3CL,8F4,179
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-3CL,8H4,272
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-3CL,8A6,667
NCIDIV_4862_1to1000_40h,A1,HCoV-HKU1-3CL,3D10,950
NCIDIV_4862_1to1000_40h,A1,HCoV-HKU1-3CL,3E10,1360
NCIDIV_4862_1to1000_40h,A1,HCoV-HKU1-3CL,3H10,1331
NCIDIV_4862_1to1000_40h,A1,HCoV-HKU1-3CL,3C11,1093
NCIDIV_4862_1to1000_40h,A1,HCoV-HKU1-3CL,3D11,979
NCIDIV_4862_1to1000_40h,A1,HCoV-OC43-3CL,7G1,1808
NCIDIV_4862_1to1000_40h,A1,HCoV-OC43-3CL,7H1,1992
NCIDIV_4862_1to1000_40h,A1,HCoV-OC43-3CL,7A2,1722
NCIDIV_4862_1to1000_40h,A1,HCoV-OC43-3CL,7B2,1604
NCIDIV_4862_1to1000_40h,A1,HCoV-OC43-3CL,7D2,1909
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU4-3CL,7E3,684
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU4-3CL,7F3,704
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU4-3CL,7G3,1296
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU4-3CL,7H3,1317
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU4-3CL,7A4,1721
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU9-3CL,11D8,121
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU9-3CL,11F8,187
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU9-3CL,11G8,178
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU9-3CL,11H8,231
NCIDIV_4862_1to1000_40h,A1,Bat-CoV-HKU9-3CL,11B9,142
NCIDIV_4862_1to1000_40h,A1,Bat-SV-CoVZC45-3CL,5C4,892
NCIDIV_4862_1to1000_40h,A1,Bat-SV-CoVZC45-3CL,5D4,814
NCIDIV_4862_1to1000_40h,A1,Bat-SV-CoVZC45-3CL,5F4,950
NCIDIV_4862_1to1000_40h,A1,Bat-SV-CoVZC45-3CL,9D6,701
NCIDIV_4862_1to1000_40h,A1,Bat-SV-CoVZC45-3CL,5A5,579
NCIDIV_4862_1to1000_40h,A1,Beluga-CoV-SW1,11D2,132
NCIDIV_4862_1to1000_40h,A1,Beluga-CoV-SW1,11G2,117
NCIDIV_4862_1to1000_40h,A1,Beluga-CoV-SW1,11H2,120
NCIDIV_4862_1to1000_40h,A1,Beluga-CoV-SW1,11A3,238
NCIDIV_4862_1to1000_40h,A1,Beluga-CoV-SW1,11B3,110
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-PLP2,6H1,582
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-PLP2,6A2,697
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-PLP2,6C2,835
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-PLP2,6E2,597
NCIDIV_4862_1to1000_40h,A1,HCoV-NL63-PLP2,6F2,844
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-PLP,6B4,444
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-PLP,6C4,275
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-PLP,6D4,274
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-PLP,6E4,331
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-1-PLP,6G4,403
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-PLP,6D6,661
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-PLP,6E6,586
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-PLP,6F6,850
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-PLP,6H6,795
NCIDIV_4862_1to1000_40h,A1,SARS-CoV-2-PLP,6A7,953
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-PLP,6B9,536
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-PLP,6C9,274
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-PLP,6E9,526
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-PLP,6F9,730
NCIDIV_4862_1to1000_40h,A1,MERS-CoV-PLP,6H9,709
NCIDIV_4862_1to1000_40h,A1,Bat-SL-CoVZC45-PLP2,7E2,379
NCIDIV_4862_1to1000_40h,A1,Bat-SL-CoVZC45-PLP2,7G2,455
NCIDIV_4862_1to1000_40h,A1,Bat-SL-CoVZC45-PLP2,7H2,556
NCIDIV_4862_1to1000_40h,A1,Bat-SL-CoVZC45-PLP2,7A3,571
NCIDIV_4862_1to1000_40h,A1,Bat-SL-CoVZC45-PLP2,7B3,578
NCIDIV_4862_1to1000_40h,A1,LGTV,4C7,1090
NCIDIV_4862_1to1000_40h,A1,LGTV,4E10,1727
NCIDIV_4862_1to1000_40h,A1,LGTV,4F12,1532
NCIDIV_4862_1to1000_40h,A1,LGTV,4F7,1605
NCIDIV_4862_1to1000_40h,A1,LGTV,4F10,1150
NCIDIV_4862_1to1000_40h,A1,DENV,11C6,3657
NCIDIV_4862_1to1000_40h,A1,DENV,11D6,6208
NCIDIV_4862_1to1000_40h,A1,DENV,11H6,3904
NCIDIV_4862_1to1000_40h,A1,DENV,11A7,3689
NCIDIV_4862_1to1000_40h,A1,POWV,7B4,654
